5,15,20,25
45439996.0,39726924.0,21286552.0,29618156.0
50483496.0,37089848.0,23176650.0,22549988.0
29748834.0,28853278.0,23571390.0,22254976.0
40004772.0,31391292.0,25602946.0,20384568.0
26811346.0,23356988.0,22272438.0,20773028.0
