25,50,100,200,500
471716832.0,475543296.0,173164880.0,126717256.0,114536856.0
441335232.0,383461312.0,187837952.0,130702144.0,114821504.0
528626496.0,336631680.0,170556768.0,133547816.0,117231224.0
448146144.0,693710912.0,195869968.0,140125248.0,113108624.0
784676928.0,245688384.0,145035408.0,132423144.0,114824512.0
